"","BRKM5.SA.obs","BRML3.SA.obs","CSAN3.SA.obs","EMBR3.SA.obs","ENBR3.SA.obs","GGBR4.SA.obs","MRFG3.SA.obs","VALE3.SA.obs","VIVT3.SA.obs","WEGE3.SA.obs"
"2016-01-05",-0.172164522376965,0.703614420923028,-0.740204189031424,-0.0779615414697119,0.225533854654795,-0.0507150925790163,-0.299976149599523,-1.13764163257384,-0.343408417707353,-0.210164902362504
"2016-01-21",-0.369360103466049,0.672246138771535,-0.789081338345871,-0.112689449561825,0.133689565761826,-0.0574870909176817,-0.268527034010467,-1.37345721435921,-0.63920151766823,-0.169814258837441
"2016-02-12",-0.347261924318727,0.539245368194277,-0.439366663898886,0.0696088616766144,0.149257229221774,0.072006815745097,-0.210721049988493,-1.49488494859211,-0.595883875134739,-0.174158191509984
"2016-03-01",-0.266383306085481,0.616186139423817,-0.274567063695485,0.123060053059603,0.256958106312727,0.0624354709407922,-0.101573620147631,-1.21272559543553,-0.322773448792162,0.0105049403374315
"2016-03-18",-0.261226159329997,0.51906228583187,0.0370412111496254,0.235722404072284,-0.120368213790531,0.132117964827376,0.0645694880507421,-0.841296341998506,-0.216730389000504,0.109398600397104
"2016-04-06",-0.356774916949662,0.252610604742353,-0.0362095829140687,0.0953103097238157,-0.125321218694672,0.119103763214802,0.0219340038243496,-0.779008471166338,-0.167615409404259,0.140238351734623
"2016-04-26",-0.35072572112172,0.184169960145356,-0.09158482617505,0.39774308786387,-0.214547112555169,0.193364970393586,-0.0254441514623296,-0.246208824245206,0.00967754838661161,0.116393209183741
"2016-05-12",-0.124483270243011,-0.0514358448476466,-0.0979804757500455,0.279383394684596,-0.386192509964864,0.214926578211929,0.178544918180402,-0.151684587332065,0.00389358051913202,0.0933739823016935
"2016-05-31",-0.198538581482077,-0.199631155327486,-0.212069906112223,0.292694638782123,-0.441680818237165,0.269715782180297,0.135584046901888,-0.403467105445491,0.0668853891473864,0.103342289466851
"2016-06-17",-0.235686759777221,-0.312640159529107,-0.0997504301001912,0.363583450784606,-0.495225755622025,0.304885427594456,0.270245267593951,0.252702353555754,0.142547231306143,-0.0183214615804275
"2016-07-05",-0.0777225559284256,-0.356674943938732,0.458784818538612,0.976233763346677,-0.467671776376032,0.379925012786265,0.359920302751368,0.568273850678537,0.386651846407134,0.201625940269562
"2016-07-22",0.104178054926777,-0.208221888660997,0.610385419399875,1.13122049117307,-0.479956752550255,0.397473641740329,0.465569038919922,1.13854499900348,0.60022522001466,0.23007029935089
"2016-08-09",0.0289381516593759,-0.151792303262528,0.436386982790042,1.18142206812207,-0.692808140041356,0.387409708362829,0.48005772188883,1.35520377404986,0.519995146662624,0.161595452454848
"2016-08-26",0.0301967083814043,-0.151694945618677,0.221161400961154,1.10700950188255,-0.489525411717235,0.242658806625198,0.215759866737025,0.967878100664648,0.0677433539293575,0.129437585171558
"2016-09-14",-0.0355634151538626,-0.188114469214837,0.0586248803671396,1.11708856227434,-0.396968922941194,0.19255556424316,0.102708911724035,0.620240409751857,0.0754957089218373,-0.0431720927810795
"2016-10-03",0.148049251026447,0.105489369034187,0.15984864073137,1.11099635697745,-0.396954370956874,0.262091450388593,0.201160156432386,0.690349975938884,0.064464917953166,0.0789672381028246
"2016-10-20",0.0927093609018859,0.12044618853686,0.210511877020496,1.04334966279904,-0.322550898102605,0.228521794139068,0.261364748420122,0.413562318340784,-0.0354884750924596,-0.0181673039554489
"2016-11-08",0.130166740287193,0.321434323181636,0.423755019367204,1.13183207057973,-0.0816439311701416,0.218495982917663,0.112124097498248,0.669944283480281,0.473430395176378,0.0603632020283444
"2016-11-28",0.0926442908608736,0.261752803395084,0.358586189384357,1.0770730430843,-0.107144750451073,0.112560341050994,0.0607046041831079,0.92286249703739,0.646832398378826,0.0243155893882752
"2016-12-14",0.0863379552264401,0.51964164060385,0.202068455116636,0.912326855757898,-0.17331590812551,0.0864648373651264,-0.0452176279881926,0.601385200811718,0.580638635768826,0.014563996248838
"2017-01-03",0,0.668956858286275,0.0127553225052628,0.467321464409623,-0.0866037348525697,0.096775381531653,-0.0668943151087329,0.743336925083801,0.48021988708599,-0.0311755905433015
"2017-01-19",-0.123459886140989,0.592473010813254,-0.0441998496752984,0.252107250174145,0.00796363708154502,0.0255534984544745,-0.0970384343971222,0.409841482707963,0.535597648472859,-0.0329744135323962
"2017-02-08",-0.220039019449694,0.503752237467312,-0.0701094824350297,0.122465374798391,0.151102420568991,0.0975850985150286,-0.132844033753936,0.315516871445225,0.532526150968047,-0.0015802215769245
"2017-02-24",-0.283055457929754,0.33141247639792,0.181012845800567,-0.0311522827587236,0.22621575035118,0.145507583671238,0.00195880217690325,0.377463278559671,0.617250758917587,-0.0530407892787923
"2017-03-16",-0.290054237891262,0.312311495885391,0.32548884581134,-0.0719231534070803,0.19266424756841,0.137981263580234,0.0922777404789388,0.320047356953812,0.684271804642405,0.0394701489351243
"2017-04-04",-0.385455750406141,0.30816622753499,0.106144139004745,-0.103195675176958,0.170720440268134,0.137604718012159,0.110000930590899,0.147214235830601,0.540069030942827,-0.0668602574247741
"2017-04-24",-0.269435399145161,0.142631844805509,0.0624861239451691,-0.360482537091825,0.00448862568313935,0.0630355438039465,0.0864847083520073,-0.0123306124574787,0.301745367598755,0.00848279816448949
"2017-05-12",-0.0773866398650211,0.188935529291257,0.14763595094396,-0.23337664663265,-0.103271104756826,0.00702957202667998,0.348719723053689,0.0546041340348518,-0.00269801666843472,0.132424552492076
"2017-05-30",-0.13228756414188,0.212174519943636,-0.0178803278685058,-0.60548625509477,0.00481638498798098,0.0305811280383792,0.274438624098793,-0.0145633641878966,0.0190616787894116,0.021268832137769
"2017-06-19",-0.117108821512358,-0.00510287749638971,0.0253516573607253,-0.604162316237284,0.0593854022886049,-0.000566947005642415,0.304167675195743,0.0254466656611643,0.0129673828104315,0.057436097504493
"2017-07-05",-0.21657126445966,-0.0402394136706872,0.0971145691507735,-0.501242094132302,-0.0496996685522726,0.000912825257359806,0.26603618750381,0.0299808322119359,0.0809648979406208,0.0564835628134328
"2017-07-21",-0.241823589592132,0.0972424960753262,-0.0268772749269215,-0.493704090611054,-0.154699924569142,-0.0261900899468692,0.259442033491848,-0.0531098253139484,-0.155953594951998,-0.00509447408308183
"2017-08-09",-0.093344594360723,0.128363341197527,-0.0475741955807494,-0.469561800253944,-0.0661587844009786,0.0459635016242026,0.296201497368474,0.0804723532225731,-0.0271957123206845,-0.00393035999394176
"2017-08-25",0.072160809923715,0.138538945247947,-0.217774112403933,-0.0343230467066538,-0.0430482560397651,0.0615426939296162,0.281631994815547,0.28667552984038,0.0726311760680045,0.0938104994845053
"2017-09-14",0.236168637842542,0.27908023448297,-0.126159651859236,0.131130973054546,0.0408445294776087,0.157735192353827,0.352813242739457,0.711100984176541,0.146446873844412,0.135453549344996
"2017-10-02",0.180123222213754,0.266069585029837,-0.198727294814169,0.251662297900343,0.0429930489175887,0.0385079663999446,0.34228106002438,0.69441541154794,0.0984184537625441,0.16837366423825
"2017-10-20",0.125013001134896,0.339008678506714,-0.031974221481911,0.232886171897732,0.0725046662487956,0.068447320902624,0.33968012351948,0.889427089604607,0.205470626859997,0.147757880170413
"2017-11-08",0.00952277592348461,0.449372453454519,-0.176359587901485,0.267119770075031,0.0243990833627952,0.123261725987066,0.20609180314648,0.664976303593249,0.219173804073934,0.0926194539218663
"2017-11-29",-0.0785340169082342,0.304693462089927,-0.0548362368925788,0.411234680720573,-0.0434166961082889,0.204168377293258,0.241959825269915,0.809807251471705,0.287495339192472,0.0509465422759852
"2017-12-15",-0.132905323961923,0.325857285153544,-0.105699179384484,0.396139072760215,0.0350693420308055,0.223981295546595,0.224277110509242,0.788688067482608,0.331928506040575,0.153186559923065
"2018-01-05",0.0474914182669726,0.298204577567549,-0.16623138293979,0.138393738720255,0.289459276247766,0.183968250057827,0.263930604931265,0.726601897024452,0.381055195266559,0.15386440107172
