"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19"
"836","VIVT3.SA","mml","mmr","volat_ibov","mmr_rcc","volat_acao","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","VIVT3.SA","mml","mmr","volat_ibov","mmr_rcc","volat_acao","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"846","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mmr_rcc","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","signal","mmr_rcc","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","signal","mml_rcc","mmr_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","signal","mmr_rcc","mml_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","signal","mmr_rcc","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mmr_rcc","mml_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mmr_rcc","mml_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","mml_rcc","signal","roc_acao","cti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","mml_rcc","signal","roc_acao","cti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","VIVT3.SA","mmr","mml","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mmr_rcc","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mmr_rcc","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mml_rcc","signal","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","VIVT3.SA","mml","mmr","volat_ibov","mmr_rcc","volat_acao","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mmr_rcc","signal","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mmr_rcc","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","signal","mmr_rcc","mml_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mml_rcc","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mml_rcc","mmr_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mml_rcc","mmr_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mml_rcc","mmr_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mml_rcc","mmr_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mml_rcc","signal","mmr_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mml_rcc","signal","mmr_rcc","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mml_rcc","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mml_rcc","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","signal","mml_rcc","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mml_rcc","signal","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mml_rcc","signal","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","VIVT3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","mml_rcc","signal","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","VIVT3.SA","mml","volat_ibov","mmr","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","roc_ibov",NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","signal","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","signal","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","signal","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","signal","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","signal","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","signal","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","signal","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","signal","mmr_rcc","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","cti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","cti",NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","zP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","zP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","WEGE3.SA","mmr","mml","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","zP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","zP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","zP",NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","WEGE3.SA","mml","mmr","volat_ibov","mmr_rcc","volat_acao","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","WEGE3.SA","mml","mmr","volat_ibov","mmr_rcc","volat_acao","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","mml_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mmr_rcc","mml_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","signal","mmr_rcc","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","WEGE3.SA","mml","mmr","volat_ibov","mmr_rcc","volat_acao","mml_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","signal","mmr_rcc","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","signal","mmr_rcc","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","mmr_rcc","volat_ibov","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rsi",NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","WEGE3.SA","mml","mmr","volat_acao","mmr_rcc","mml_rcc","volat_ibov","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","mmr_rcc","volat_ibov","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","WEGE3.SA","mml","mmr","mml_rcc","volat_acao","mmr_rcc","volat_ibov","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","WEGE3.SA","mml","mmr","volat_acao","mmr_rcc","volat_ibov","mml_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","signal","mmr_rcc","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mmr_rcc","mml_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"960","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"961","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"962","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","signal","mmr_rcc","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"963","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"964","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"965","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","mmr_rcc","volat_ibov","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"970","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"971","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","mmr_rcc","volat_ibov","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"972","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","mmr_rcc","volat_ibov","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"973","WEGE3.SA","mml","mmr","mml_rcc","volat_acao","mmr_rcc","volat_ibov","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","mmr_rcc","signal","volat_ibov","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","mmr_rcc","volat_ibov","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"976","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","mmr_rcc","volat_ibov","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"977","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"978","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"979","WEGE3.SA","mml","mmr","volat_ibov","volat_acao","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","WEGE3.SA","mml","mmr","volat_acao","volat_ibov","mml_rcc","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","WEGE3.SA","mml","mmr","mml_rcc","volat_acao","volat_ibov","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","WEGE3.SA","mml","mmr","mml_rcc","volat_acao","volat_ibov","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","WEGE3.SA","mml","mmr","mml_rcc","volat_acao","volat_ibov","mmr_rcc","signal","rcc2","roc_acao",NA,NA,NA,NA,NA,NA,NA,NA,NA
"985","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","mmr_rcc","signal","rcc2","roc_acao",NA,NA,NA,NA,NA,NA,NA,NA,NA
"986","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"987","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"988","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","signal","mmr_rcc","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"989","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","signal","mmr_rcc","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"990","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","signal","mmr_rcc","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","mmr_rcc","signal","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"992","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","signal","mmr_rcc","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"993","WEGE3.SA","mml","mmr","mml_rcc","volat_acao","volat_ibov","signal","mmr_rcc","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","WEGE3.SA","mml","mmr","volat_acao","mml_rcc","volat_ibov","signal","mmr_rcc","roc_acao","rcc2",NA,NA,NA,NA,NA,NA,NA,NA,NA
