"","time"
"309",86.3200812339783
"310",87.4427247047424
"311",90.7958080768585
"312",88.0201296806335
"313",89.2528901100159
"314",91.4555337429047
"315",91.621505022049
"316",91.3409230709076
"317",92.4730281829834
"318",95.3289148807526
"319",93.9539754390717
"320",92.8678216934204
"321",91.4513938426971
"322",95.8921105861664
"323",94.5312383174896
"324",99.7059681415558
"325",96.7198424339294
"326",98.9221138954163
"327",98.3071267604828
"328",101.530698060989
"329",100.965977668762
"330",100.095420360565
"331",104.529664993286
"332",102.592977285385
"333",101.028295040131
"334",104.177552938461
"335",105.962570905685
"336",104.749813079834
"337",103.456341505051
"338",103.799818992615
"339",105.487237215042
"340",101.765112400055
"341",104.338619947433
"342",103.996033191681
"343",106.619823932648
"344",101.226817846298
"345",106.615252256393
"346",108.857795476913
"347",105.903107881546
"348",105.091240644455
"349",106.747230291367
"350",104.414761781693
"351",108.745276927948
"352",107.495395183563
"353",105.974930047989
"354",109.827887535095
"355",111.582245349884
"356",105.524021625519
"357",110.911321401596
"358",109.654769659042
"359",110.67088508606
"360",112.28259396553
"361",113.784543275833
"362",113.163928747177
"363",114.624779224396
"364",112.109945058823
"365",112.612663030624
"366",113.343635320663
"367",117.957705259323
"368",119.003685951233
"369",116.113961219788
"370",114.687724590302
"371",114.627357721329
"372",118.632609844208
"373",118.143276691437
"374",116.799132585526
"375",116.192754745483
"376",124.297590255737
"377",115.517581939697
"378",117.952607154846
"379",118.735532045364
"380",118.030238628387
"381",118.041956186295
"382",118.307842254639
"383",119.391204357147
"384",121.177418470383
"385",124.394849300385
"386",118.177804470062
"387",120.812466859818
"388",118.764152526855
"389",126.75396156311
"390",121.23720407486
"391",129.551840305328
"392",125.773092746735
"393",121.767770767212
"394",126.647903680801
"395",127.082714557648
"396",126.516723871231
"397",123.698136806488
"398",126.74298119545
"399",129.456448078156
"400",127.699242115021
"401",83.9311234951019
"402",83.7769901752472
"403",81.6064620018005
"404",84.4170768260956
"405",81.793016910553
"406",81.8902530670166
"407",84.5783579349518
"408",87.8293657302856
"409",84.3475201129913
"410",84.4309253692627
"411",88.315952539444
"412",83.6347548961639
"413",86.2431128025055
"414",87.3848164081573
"415",83.7031137943268
"416",89.3123860359192
"417",84.1182091236115
"418",87.5455114841461
"419",87.7833242416382
"420",90.2055699825287
"421",90.8484401702881
"422",94.0208768844604
"423",90.6007137298584
"424",90.1014058589935
"425",90.1952350139618
"426",89.0093693733215
"427",90.1158261299133
"428",90.2799370288849
"429",90.0921473503113
"430",92.8409903049469
"431",91.3897187709808
"432",94.5304045677185
"433",91.3035688400269
"434",93.5246977806091
"435",95.3064885139465
"436",95.9728116989136
"437",96.53919672966
"438",93.1561341285706
"439",98.3575258255005
"440",97.199946641922
"441",93.7477827072144
"442",97.9569237232208
"443",97.718270778656
"444",97.8592789173126
"445",98.2664601802826
"446",97.6353740692139
"447",97.5809285640717
"448",96.9688410758972
"449",95.6566514968872
"450",101.983732700348
"451",99.7976059913635
"452",99.938419342041
"453",100.824489593506
"454",98.7873375415802
"455",105.093452692032
"456",104.429481267929
"457",104.346307039261
"458",102.361908435822
"459",105.057748556137
"460",104.364717006683
"461",104.742563724518
"462",104.739981412888
"463",103.261669635773
"464",107.004920959473
"465",108.811631679535
"466",108.729161739349
"467",107.789622068405
"468",106.095203876495
"469",109.578663349152
"470",107.367630958557
"471",110.621253967285
"472",116.889359235764
"473",109.250067710876
"474",110.385097980499
"475",108.646166563034
"476",111.922033548355
"477",108.422214984894
"478",110.914278507233
"479",111.234860420227
"480",115.147373437881
"481",115.772172927856
"482",116.364245653152
"483",117.333884477615
"484",118.912618160248
"485",117.378391027451
"486",121.351834058762
"487",127.301189661026
"488",120.781997919083
"489",117.958793878555
"490",120.231245994568
"491",116.595968484879
"492",124.903667211533
"493",119.328081607819
"494",119.340727329254
"495",123.255382061005
"496",120.243171930313
"497",120.87508058548
"498",122.054259538651
"499",124.357892036438
"500",120.073485374451
"501",84.1092991828918
"502",84.2435445785522
"503",88.4532508850098
"504",84.005083322525
"505",83.1891424655914
"506",84.1410501003265
"507",84.9623184204102
"508",85.4053132534027
"509",87.7492768764496
"510",86.372682094574
"511",88.7215659618378
"512",87.5731191635132
"513",90.0496094226837
"514",90.299542427063
"515",90.3159499168396
"516",92.482412815094
"517",93.0196211338043
"518",96.5622253417969
"519",92.3203444480896
"520",95.5001540184021
"521",95.2290961742401
"522",94.1810629367828
"523",94.6209852695465
"524",92.6208562850952
"525",95.7908840179443
"526",96.0093400478363
"527",99.3079581260681
"528",96.2662832736969
"529",95.7962334156036
"530",98.8621299266815
"531",95.1189393997192
"532",100.329739570618
"533",100.963619232178
"534",102.336248636246
"535",96.7656662464142
"536",103.722026109695
"537",101.416866779327
"538",98.5361387729645
"539",102.124699831009
"540",98.9303300380707
"541",101.32811331749
"542",101.39780664444
"543",103.063271522522
"544",101.102786779404
"545",105.610083580017
"546",104.033728122711
"547",102.872668027878
"548",105.295230865479
"549",107.151479482651
"550",107.082812547684
"551",105.404347419739
"552",107.562206745148
"553",109.121280193329
"554",106.85182762146
"555",109.781928777695
"556",106.802126169205
"557",111.505435943604
"558",106.515221834183
"559",111.749930620193
"560",108.30725979805
"561",110.972077131271
"562",112.169615745544
"563",108.940250635147
"564",109.196923494339
"565",110.820650577545
"566",114.629075527191
"567",115.828351020813
"568",110.973188400269
"569",112.64022898674
"570",111.809626579285
"571",113.329912662506
"572",113.791790246964
"573",117.658506631851
"574",114.192102432251
"575",121.696537494659
"576",116.982603549957
"577",115.022201538086
"578",120.998459815979
"579",114.167072057724
"580",119.109999418259
"581",120.293567419052
"582",118.512182712555
"583",118.280674219131
"584",118.179695129395
"585",121.270529508591
"586",121.777856111526
"587",120.712713956833
"588",118.091132879257
"589",121.138097286224
"590",120.987562656403
"591",123.306660175323
"592",120.146353721619
"593",122.903279542923
"594",127.609778404236
"595",121.885819196701
"596",125.293242454529
"597",123.192517757416
"598",123.603231906891
"599",131.67987704277
"600",120.527088165283
"601",82.4018182754517
"602",83.7859337329865
"603",85.3811588287354
"604",87.2248759269714
"605",88.2012491226196
"606",88.0348851680756
"607",86.401460647583
"608",85.1045234203339
"609",85.1260080337524
"610",86.708836555481
"611",85.8870522975922
"612",89.467538356781
"613",89.8407030105591
"614",89.4139177799225
"615",89.496297121048
"616",89.495436668396
"617",90.5282292366028
"618",89.3570733070374
"619",92.0639379024506
"620",91.9994065761566
"621",92.0990614891052
"622",98.7539069652557
"623",95.9464547634125
"624",91.9366755485535
"625",95.293906211853
"626",96.1427807807922
"627",93.7748200893402
"628",93.2984328269958
"629",95.9988160133362
"630",95.6942038536072
"631",96.1467759609222
"632",93.9346723556519
"633",96.3981263637543
"634",98.946097612381
"635",98.6047270298004
"636",101.156371593475
"637",101.09263586998
"638",101.229919433594
"639",101.673325777054
"640",103.469920873642
"641",106.793581485748
"642",101.354833841324
"643",99.6703493595123
"644",104.631407976151
"645",104.11169052124
"646",103.606108188629
"647",104.311451435089
"648",105.139487504959
"649",105.554790735245
"650",102.287499189377
"651",105.683845758438
"652",110.21623134613
"653",112.222002029419
"654",112.976712465286
"655",107.749104261398
"656",107.32423043251
"657",106.455131530762
"658",108.621387243271
"659",111.437889814377
"660",107.508162260056
"661",113.196753740311
"662",115.367310762405
"663",113.494566917419
"664",117.90488409996
"665",113.726442337036
"666",116.784018278122
"667",111.75156879425
"668",116.600837945938
"669",115.574790716171
"670",116.310965299606
"671",117.314655780792
"672",115.632561445236
"673",115.026016712189
"674",117.585367202759
"675",118.877202987671
"676",119.109932899475
"677",119.181691646576
"678",116.947422504425
"679",118.163980484009
"680",117.364412307739
"681",116.137697219849
"682",113.770200014114
"683",115.295110225677
"684",124.028112649918
"685",118.666503667831
"686",120.161958694458
"687",121.655699491501
"688",124.461387634277
"689",120.999697446823
"690",122.12061882019
"691",125.58315038681
"692",122.831017017365
"693",120.786323070526
"694",127.770352363586
"695",129.483830213547
"696",129.929930210114
"697",129.562349557877
"698",127.103768825531
"699",128.584646224976
"700",126.127942323685
"701",79.848420381546
"702",83.5892627239227
"703",84.6483912467957
"704",85.4931070804596
"705",85.8891131877899
"706",86.2847263813019
"707",85.4086434841156
"708",86.3707499504089
"709",85.1082859039307
"710",88.7167863845825
"711",83.2322506904602
"712",84.4927270412445
"713",89.788596868515
"714",87.9706013202667
"715",86.1115272045135
"716",93.2102689743042
"717",90.1273763179779
"718",91.0917167663574
"719",88.5479435920715
"720",95.0515215396881
"721",91.7355842590332
"722",91.1907272338867
"723",94.7357475757599
"724",93.8570928573608
"725",93.0825390815735
"726",97.6398684978485
"727",95.8083975315094
"728",97.1026690006256
"729",99.7052392959595
"730",98.0354704856873
"731",96.254979133606
"732",96.5980679988861
"733",96.3806385993958
"734",101.531039237976
"735",98.788494348526
"736",99.530392408371
"737",102.439290523529
"738",100.119012832642
"739",99.4479856491089
"740",100.628318548203
"741",99.6487503051758
"742",101.47495174408
"743",102.145448923111
"744",105.164605855942
"745",105.669275045395
"746",106.218264818192
"747",106.245129585266
"748",105.892155170441
"749",105.809824228287
"750",107.169397830963
"751",105.076026439667
"752",106.346467018127
"753",105.777309417725
"754",109.757176160812
"755",111.433449029922
"756",108.150332450867
"757",109.144805431366
"758",111.306833267212
"759",107.922432422638
"760",110.984673261642
"761",111.029469966888
"762",106.9613032341
"763",108.665675640106
"764",111.946794986725
"765",106.014723777771
"766",112.961288928986
"767",112.514545917511
"768",111.161832809448
"769",113.977649211884
"770",109.780773639679
"771",110.831106185913
"772",111.354088783264
"773",111.252950429916
"774",115.293085336685
"775",115.581909179688
"776",119.548832893372
"777",114.204784154892
"778",115.735211849213
"779",114.274141550064
"780",114.571964502335
"781",116.993779182434
"782",121.370090007782
"783",118.208287239075
"784",122.317273139954
"785",115.997410774231
"786",119.241051912308
"787",119.409526586533
"788",115.301099300385
"789",126.380898714066
"790",122.362833976746
"791",118.076369524002
"792",120.773522853851
"793",121.263550758362
"794",122.216877698898
"795",121.494577646255
"796",121.534960031509
"797",124.948252439499
"798",127.476752758026
"799",120.308121681213
"800",120.958754777908
"801",77.9046874046326
"802",81.8185398578644
"803",80.1821315288544
"804",80.2265737056732
"805",78.5984299182892
"806",82.7356128692627
"807",82.2301766872406
"808",78.6633679866791
"809",80.1600272655487
"810",82.0343947410583
"811",82.9258685112
"812",82.77996301651
"813",81.9499199390411
"814",83.9505891799927
"815",85.9950699806213
"816",86.0065524578094
"817",82.1070628166199
"818",83.7392473220825
"819",85.9487171173096
"820",82.2675693035126
"821",85.1248474121094
"822",85.927815914154
"823",84.0311563014984
"824",84.8991668224335
"825",85.7371401786804
"826",84.5631918907166
"827",85.1197023391724
"828",91.4885723590851
"829",89.1995375156403
"830",87.9179463386536
"831",87.0742409229279
"832",89.0809710025787
"833",89.4666028022766
"834",92.0650112628937
"835",88.867152929306
"836",90.8850181102753
"837",89.2657263278961
"838",89.5559685230255
"839",90.5511856079102
"840",91.8863806724548
"841",93.5454313755035
"842",92.1158826351166
"843",94.8187930583954
"844",92.0224549770355
"845",91.6079375743866
"846",95.3506369590759
"847",92.2428240776062
"848",93.4704976081848
"849",93.723564863205
"850",95.7791583538055
"851",100.621476888657
"852",95.3881478309631
"853",101.21026468277
"854",96.9581024646759
"855",97.5141506195068
"856",97.2180507183075
"857",101.299436330795
"858",99.3323225975037
"859",101.021297931671
"860",96.8249685764313
"861",100.728669404984
"862",106.043519020081
"863",102.407128810883
"864",99.6964285373688
"865",102.9409263134
"866",103.959768772125
"867",102.634281396866
"868",103.940829753876
"869",103.562233924866
"870",103.170393466949
"871",102.179472923279
"872",104.51232457161
"873",105.538076877594
"874",104.472396373749
"875",106.615402936935
"876",111.34120965004
"877",107.977764368057
"878",107.266404628754
"879",109.796651363373
"880",108.925448417664
"881",108.43444776535
"882",108.686070203781
"883",111.361590147018
"884",109.596057415009
"885",107.606534481049
"886",111.812406301498
"887",115.061947584152
"888",112.183176994324
"889",112.133224964142
"890",115.377612829208
"891",116.314361095428
"892",112.463891506195
"893",113.319406747818
"894",110.611811637878
"895",116.30647611618
"896",113.459685564041
"897",114.875012874603
"898",115.420190811157
"899",120.029935836792
"900",123.891508102417
"901",85.6395952701569
"902",87.5245776176453
"903",84.7018656730652
"904",84.0038096904755
"905",82.8088710308075
"906",87.3766345977783
"907",85.5951988697052
"908",84.699310541153
"909",88.245010137558
"910",84.7089250087738
"911",89.8925380706787
"912",88.7640011310577
"913",86.5653159618378
"914",89.1892764568329
"915",89.4475588798523
"916",89.4628245830536
"917",87.7605056762695
"918",91.285706281662
"919",93.1712338924408
"920",87.5732383728027
"921",92.9858248233795
"922",89.8112092018127
"923",93.4967257976532
"924",91.9118814468384
"925",87.804634809494
"926",90.8830959796906
"927",91.9570198059082
"928",90.2282013893127
"929",89.5102252960205
"930",95.1517670154572
"931",93.6115498542786
"932",94.3251659870148
"933",98.1152634620667
"934",99.5347859859467
"935",97.9788947105408
"936",96.4769644737244
"937",96.0888233184814
"938",98.0395073890686
"939",97.5682926177979
"940",98.2994668483734
"941",99.2890129089355
"942",99.6498477458954
"943",101.853119373322
"944",96.8692376613617
"945",99.8841829299927
"946",96.1831774711609
"947",98.8820381164551
"948",104.001492261887
"949",97.0626499652863
"950",98.3808648586273
"951",102.425198793411
"952",101.759430885315
"953",100.302797317505
"954",102.661774158478
"955",103.825897455215
"956",108.191861867905
"957",103.789483070374
"958",104.156738519669
"959",105.142524719238
"960",103.715220212936
"961",107.741871118546
"962",104.329368829727
"963",106.616604328156
"964",106.350171089172
"965",107.702958345413
"966",105.456611156464
"967",105.043430805206
"968",107.912535905838
"969",103.927295446396
"970",109.24816942215
"971",109.80037355423
"972",106.748544692993
"973",110.918155670166
"974",111.898483276367
"975",111.750815629959
"976",112.616645336151
"977",111.532684087753
"978",110.019027233124
"979",112.352420091629
"980",111.064585924149
"981",116.664503335953
"982",118.290315151215
"983",121.325977325439
"984",121.599309206009
"985",122.03916478157
"986",121.721046686172
"987",120.401576280594
"988",122.112718105316
"989",123.223937034607
"990",124.362043380737
"991",119.759899616241
"992",125.653142213821
"993",126.881441354752
"994",127.512464284897
"995",128.509540081024
"996",128.139406204224
"997",128.596386432648
"998",131.395828008652
"999",130.135712146759
"1000",125.948132753372
